atletas.posicao_id,atletas.clube_id,atletas.atleta_id,atletas.rodada_id,atletas.nome,atletas.slug,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.clube.id.full.name,FS,RB,PE,FC,G,FF,FT,FD,DD,GS,SG,A,CA,I,CV,PP,GC,DP,
ata,262,90285,0,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/02/04/8b8337c1eb83b667df5436c2d124d730_FORMATO.png,Provável,0,10,0,0,Flamengo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ata,262,90285,1,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,21,21.51,11.51,21,Flamengo,3,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,32
ata,262,90285,4,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,-0.3,17.55,-1.3,4.55,Flamengo,3,0,3,3,2,4,0,2,0,0,0,0,1,1,0,0,0,0,6
ata,262,90285,5,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,12.1,19.82,2.27,6.06,Flamengo,3,0,5,4,3,6,0,5,0,0,0,0,1,1,0,0,0,0,3
ata,262,90285,7,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,0,20.56,0,6.8,Flamengo,8,0,7,6,4,9,0,6,0,0,0,0,2,1,0,0,0,0,6
ata,262,90285,8,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,0.1,18.09,-2.47,5.84,Flamengo,10,1,9,12,4,9,0,7,0,0,0,0,2,1,0,0,0,0,2
ata,262,90285,9,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,2.5,18.07,-0.02,5.42,Flamengo,13,1,11,12,4,11,0,7,0,0,0,0,2,1,0,0,0,0,561
ata,262,90285,10,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,17.5,21.22,3.15,6.76,Flamengo,15,1,11,13,5,13,0,9,0,0,0,1,2,1,0,0,0,0,405
ata,262,90285,11,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,0.9,18.65,-2.57,6.17,Flamengo,18,1,13,13,5,13,0,9,0,0,0,1,2,1,0,0,0,0,10
ata,262,90285,12,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,13.8,20.82,2.17,6.86,Flamengo,23,2,14,16,6,16,0,10,0,0,0,1,2,1,0,0,0,0,363
ata,262,90285,13,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,-0.8,18.53,-2.29,6.22,Flamengo,26,2,15,18,6,16,0,10,0,0,0,1,2,3,0,0,0,0,481
ata,262,90285,14,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,7.9,20.1,1.57,6.35,Flamengo,29,3,15,19,6,19,1,10,0,0,0,1,2,3,0,0,0,0,470
ata,262,90285,15,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png,Provável,13.5,21.35,1.25,6.86,Flamengo,30,3,17,21,7,19,2,13,0,0,0,1,2,3,0,0,0,0,503
